AnnotationAccession,SeqID,Plasmid_Length,Genus,Kingdom,Annotation,isolation_source
GCF_002587885.1_ASM258788v1,NZ_CP023945.1,4163,Klebsiella,Bacteria,Humans,Rectal
GCF_013744415.1_ASM1374441v1,NZ_CP056758.1,4784,Enterobacter,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_905330275.2_AI2858v1_cpp,NZ_OW967973.1,1934,Escherichia,Bacteria,Humans,Hospital Universitario Mutua de Terrassa (Terrassa)
GCF_019443685.1_ASM1944368v1,NZ_CP049856.1,2113,Escherichia,Bacteria,Humans,bladder epithelial biopsy from 50-year-old female patient with recurrent urinary tract infection
GCF_000835025.1_ASM83502v1,NZ_CP009346.1,14961,Bacillus,Bacteria,Human-impacted,Sewage
GCF_013782105.1_ASM1378210v1,NZ_CP056195.1,14959,Klebsiella,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_903993155.2_AI2775v1_cp,NZ_OW970362.1,4715,Klebsiella,Bacteria,Humans,Hospital Univeristario de Bellvitge (Barcelona)
GCF_022404655.1_ASM2240465v1,NZ_CP062330.1,3332,Staphylococcus,Bacteria,Humans,
GCF_024205945.1_ASM2420594v1,NZ_CP073816.1,2812,Macrococcus,Bacteria,Livestock,Ear swab
GCF_003031815.1_ASM303181v1,NZ_CP020521.1,13689,Escherichia,Bacteria,Humans,urine
GCF_030038915.1_ASM3003891v1,NZ_CP124435.1,1549,Escherichia,Bacteria,Water,environmental: river/lake
GCF_013899845.1_ASM1389984v1,NZ_CP057921.1,1551,Escherichia,Bacteria,Livestock,Pooled sheep faecal samples collected from floor of farm
GCF_018798905.1_ASM1879890v1,NZ_CP045710.1,4207,Neisseria,Bacteria,Humans,Penile discharge
GCF_928375965.1_BB1541_assembly_hybrid,NZ_OV754013.1,5752,Klebsiella,Bacteria,Unannotated,
GCF_001696605.3_ASM169660v3,NZ_CP031713.1,5424,Acinetobacter,Bacteria,Human-impacted,hospital sewage
GCF_016904615.1_ASM1690461v1,NZ_CP070167.1,5504,Escherichia,Bacteria,Humans,
GCF_024917895.1_ASM2491789v1,NZ_CP103511.1,5165,Escherichia,Bacteria,Humans,blood
GCF_003855115.1_ASM385511v1,NZ_CP034069.1,5034,Shigella,Bacteria,Humans,Stool
GCF_003547115.1_ASM354711v1,NZ_CP027187.1,6078,Acinetobacter,Bacteria,Unannotated,
GCF_022922655.1_ASM2292265v1,NZ_CP094097.1,3457,Helicobacter,Bacteria,Humans,gastric biopsy
GCF_019048185.1_ASM1904818v1,NZ_CP077335.1,2291,Lelliottia,Bacteria,Unannotated,
GCF_017088425.1_ASM1708842v1,NZ_CP070910.1,2257,Escherichia,Bacteria,Humans,feces
GCF_019047765.1_ASM1904776v1,NZ_CP077261.1,6827,Citrobacter,Bacteria,Unannotated,
GCF_001908515.1_ASM190851v1,NZ_CP018666.1,3223,Klebsiella,Bacteria,Humans,Urine
GCF_014170975.1_ASM1417097v1,NZ_CP059951.1,5631,Escherichia,Bacteria,Livestock,
GCF_013742375.1_ASM1374237v1,NZ_CP056736.1,2495,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_016026195.1_ASM1602619v1,NZ_CP065608.1,4011,Escherichia,Bacteria,Unannotated,
GCF_903993165.2_AI2830v1_cp,NZ_OW970491.1,4167,Klebsiella,Bacteria,Humans,Hospital Universitario Lucus Augusti (Lugo)
GCF_022493095.1_ASM2249309v1,NZ_CP062440.1,3126,Staphylococcus,Bacteria,Humans,
GCF_016726345.1_ASM1672634v1,NZ_CP068178.1,5483,Acinetobacter,Bacteria,Unannotated,
GCF_904864635.1_MSB2_1A,NZ_LR890412.1,5878,Escherichia,Bacteria,Humans,rectal swab
GCF_019443605.1_ASM1944360v1,NZ_CP049843.1,1822,Escherichia,Bacteria,Humans,bladder epithelial biopsy from 60-year-old female patient with recurrent urinary tract infection
GCF_905232515.2_AI2661v1_cp,NZ_OW849531.1,3576,Citrobacter,Bacteria,Humans,Hospital Universitario Central de Asturias (Oviedo)
GCF_021513035.1_ASM2151303v1,NZ_CP091010.1,7169,Staphylococcus,Bacteria,Humans,
GCF_008931365.1_ASM893136v1,NZ_CP042564.1,3065,Acinetobacter,Bacteria,Human-impacted,Room 7
GCF_026428255.1_ASM2642825v1,NZ_CP084391.1,11217,Lactobacillus,Bacteria,Animals,
GCF_013635495.1_ASM1363549v1,NZ_CP058195.1,2495,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_027886505.1_ASM2788650v1,NZ_CP115678.1,3815,Enterobacter,Bacteria,Humans,other
GCF_011290675.2_ASM1129067v2,NZ_CP069817.1,5665,Raoultella,Bacteria,Unannotated,
GCF_013786205.1_ASM1378620v1,NZ_CP056646.1,15777,Citrobacter,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_903993085.2_AI2764v1_cp,NZ_OW970483.1,4715,Klebsiella,Bacteria,Humans,Hospital Univeristario de Bellvitge (Barcelona)
GCF_016903115.1_ASM1690311v1,NZ_CP069837.1,1506,Klebsiella,Bacteria,Humans,
GCF_015159575.1_ASM1515957v1,NZ_CP063331.1,2097,Salmonella,Bacteria,Humans,
GCF_016904415.1_ASM1690441v1,NZ_CP070109.1,5840,Klebsiella,Bacteria,Humans,
GCF_013747035.1_ASM1374703v1,NZ_CP056710.1,2519,Enterobacter,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_003640585.1_ASM364058v1,NZ_CP031559.1,8975,Helicobacter,Bacteria,Humans,Gastric antrum
GCF_903993105.2_AI2765v1_cp,NZ_OW970442.1,4715,Klebsiella,Bacteria,Humans,Hospital Univeristario de Bellvitge (Barcelona)
GCF_016890045.1_ASM1689004v1,NZ_CP069585.1,5251,Escherichia,Bacteria,Humans,
GCF_002741685.1_ASM274168v1,NZ_CP024196.1,4510,Klebsiella,Bacteria,Humans,rectal swab
GCF_904864635.1_MSB2_1A,NZ_LR890414.1,2113,Escherichia,Bacteria,Humans,rectal swab
GCF_016889845.1_ASM1688984v1,NZ_CP069545.1,3347,Escherichia,Bacteria,Humans,
GCF_004768645.1_ASM476864v1,NZ_CP038599.1,3223,Salmonella,Bacteria,Humans,
GCF_009295985.1_ASM929598v1,NZ_CP045161.1,9611,Yersinia,Bacteria,Unannotated,
GCF_030585285.1_ASM3058528v1,NZ_CP043464.1,10879,Acinetobacter,Bacteria,,
GCF_030515435.1_ASM3051543v1,NZ_CP082079.1,4629,Escherichia,Bacteria,Humans,blood
GCF_024917235.1_ASM2491723v1,NZ_CP103575.1,2699,Escherichia,Bacteria,Humans,blood
GCF_008693405.1_ASM869340v1,NZ_CP044042.1,3439,Klebsiella,Bacteria,Humans,clinical isolate
GCF_013611495.1_ASM1361149v1,NZ_CP055514.1,4184,Klebsiella,Bacteria,Human-impacted,Wastewater effluent sample
GCF_000299255.1_ASM29925v1,NC_018652.1,1549,Escherichia,Bacteria,Humans,
GCF_013782105.1_ASM1378210v1,NZ_CP056198.1,1917,Klebsiella,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_026016165.1_ASM2601616v1,NZ_CP110402.1,2690,Shigella,Bacteria,Humans,
GCF_905338045.2_AI3057v1_cp,NZ_OW969909.1,7009,Citrobacter,Bacteria,Humans,Hospital Universitario Gregorio Maranon (Madrid)
GCF_000833255.1_ASM83325v1,NZ_CP009441.1,4016,Francisella,Bacteria,Humans,Human Pleural Fluid
GCF_946406265.1_SJC1043,NZ_OX291538.1,3696,Serratia,Bacteria,,
GCF_013736875.1_ASM1373687v1,NZ_CP056489.1,4678,Klebsiella,Bacteria,Human-impacted,Wastewater effluent sample
GCF_008931605.1_ASM893160v1,NZ_CP042549.1,4173,Klebsiella,Bacteria,Humans,clinical sample
GCF_030389735.1_ASM3038973v1,NZ_CP128945.1,5903,Escherichia,Bacteria,Unannotated,
GCF_016903915.1_ASM1690391v1,NZ_CP070006.1,1734,Escherichia,Bacteria,Humans,
GCF_030039425.1_ASM3003942v1,NZ_CP124404.1,2113,Escherichia,Bacteria,Human-impacted,wastewater
GCF_015566135.1_ASM1556613v1,NZ_CP064766.1,2333,Companilactobacillus,Bacteria,Humans,
GCF_017088485.1_ASM1708848v1,NZ_CP070933.1,3723,Escherichia,Bacteria,Humans,feces
GCF_032382315.1_ASM3238231v1,NZ_CP135679.1,3139,Escherichia,Bacteria,,
GCF_030585325.1_ASM3058532v1,NZ_CP043472.1,10879,Acinetobacter,Bacteria,,
GCF_030585305.1_ASM3058530v1,NZ_CP043468.1,10879,Acinetobacter,Bacteria,,
GCF_000193495.2_ASM19349v2,NZ_AP023414.1,2964,Acetobacter,Bacteria,Unannotated,
GCF_016904295.1_ASM1690429v1,NZ_CP070091.1,8868,Klebsiella,Bacteria,Humans,
GCF_024508155.1_ASM2450815v1,NZ_CP101928.1,3173,Escherichia,Bacteria,Unannotated,
GCF_029873495.1_ASM2987349v1,NZ_CP123518.1,7901,Arsenophonus,Bacteria,Animals,whole pupae
GCF_000835235.1_ASM83523v1,NZ_CP010012.1,18332,Bacillus,Bacteria,,
GCF_024205945.1_ASM2420594v1,NZ_CP073812.1,5667,Macrococcus,Bacteria,Livestock,Ear swab
GCF_029873495.1_ASM2987349v1,NZ_CP123514.1,33818,Arsenophonus,Bacteria,Animals,whole pupae
GCF_021496035.1_ASM2149603v1,NZ_CP090920.1,5815,Staphylococcus,Bacteria,Humans,
GCF_025349945.1_ASM2534994v1,NZ_CP104459.1,5065,Raoultella,Bacteria,Human-impacted,wastewater
GCF_023206655.1_ASM2320665v1,NZ_CP069632.1,3173,Escherichia,Bacteria,Human-impacted,laboratory evolution
GCF_019443685.1_ASM1944368v1,NZ_CP049854.1,5631,Escherichia,Bacteria,Humans,bladder epithelial biopsy from 50-year-old female patient with recurrent urinary tract infection
GCF_904865655.1_MSB1_8B,NZ_LR890540.1,2102,Escherichia,Bacteria,Humans,rectal swab
GCF_003325075.1_ASM332507v1,NZ_CP030192.1,4096,Salmonella,Bacteria,Unannotated,
GCF_002752905.1_ASM275290v1,NZ_CP024498.1,4064,Klebsiella,Bacteria,Humans,rectal swab
GCF_013734275.1_ASM1373427v1,NZ_CP056681.1,1329,Enterobacter,Bacteria,Human-impacted,Wastewater effluent sample
GCF_002752775.1_ASM275277v1,NZ_CP024495.1,2723,Klebsiella,Bacteria,Humans,urine
GCF_020423185.1_ASM2042318v1,NZ_CP076238.1,7323,Escherichia,Bacteria,Livestock,Rectal swab of cattle in slaughterhouse
GCF_008931445.1_ASM893144v1,NZ_CP042511.1,2495,Leclercia,Bacteria,Human-impacted,Shower 3
GCF_002591135.1_ASM259113v1,NZ_CP023958.1,3264,Escherichia,Bacteria,Humans,Urine
GCF_016904475.1_ASM1690447v1,NZ_CP070130.1,3681,Escherichia,Bacteria,Humans,
GCF_027944815.1_ASM2794481v1,NZ_CP116142.1,4069,Escherichia,Bacteria,Humans,ICU patient oral swab
GCF_011290675.2_ASM1129067v2,NZ_CP069818.1,4775,Raoultella,Bacteria,Unannotated,
GCF_904864635.1_MSB2_1A,NZ_LR890413.1,4072,Escherichia,Bacteria,Humans,rectal swab
GCF_001660585.1_ASM166058v1,NZ_CP016009.1,8556,Escherichia,Bacteria,Animals,gut flora of female BALB/c mice (Charles River Laboratories)
GCF_019933175.1_ASM1993317v1,NZ_CP082941.1,5676,Edwardsiella,Bacteria,,
GCF_900622505.2_Spn4559,NZ_LR595849.1,5247,Streptococcus,Bacteria,Humans,blood
GCF_016725245.1_ASM1672524v1,NZ_CP068062.1,4440,Mammaliicoccus,Bacteria,Unannotated,
GCF_001518775.1_ASM151877v1,NZ_CP013969.1,6045,Aeromonas,Bacteria,Animals,
GCF_013796245.1_ASM1379624v1,NZ_CP056881.1,4512,Klebsiella,Bacteria,Human-impacted,Wastewater influent sample
GCF_013612875.1_ASM1361287v1,NZ_CP055542.1,5480,Citrobacter,Bacteria,Human-impacted,Wastewater effluent sample
GCF_019357535.1_ASM1935753v1,NZ_CP079964.1,1966,Macrococcus,Bacteria,Food,pork meat
GCF_010586985.1_ASM1058698v1,NZ_CP040860.1,5840,Klebsiella,Bacteria,Unannotated,
GCF_020541025.1_ASM2054102v1,NZ_CP085079.1,3174,Escherichia,Bacteria,Humans,sputum
GCF_016127695.1_ASM1612769v1,NZ_CP066035.1,2565,Escherichia,Bacteria,Unannotated,
GCF_904864615.1_MSB1_7A,NZ_LR890470.1,1552,Escherichia,Bacteria,Humans,rectal swab
GCF_016890005.1_ASM1689000v1,NZ_CP069577.1,3071,Escherichia,Bacteria,Humans,
GCF_003812085.1_ASM381208v1,NZ_CP033759.1,3548,Klebsiella,Bacteria,Humans,UCC isolate
GCF_004798785.1_ASM479878v1,NZ_CP039274.1,4096,Salmonella,Bacteria,Food,fish meal
GCF_016404485.2_ASM1640448v2,NZ_CP075639.1,5936,Escherichia,Bacteria,Humans,stool
GCF_020149895.1_ASM2014989v1,NZ_CP083773.1,4176,Klebsiella,Bacteria,Humans,throat swab
GCF_004798785.1_ASM479878v1,NZ_CP039273.1,6237,Salmonella,Bacteria,Food,fish meal
GCF_002754835.1_ASM275483v1,NZ_CP024502.1,4064,Klebsiella,Bacteria,Unannotated,
GCF_013834745.1_ASM1383474v1,NZ_CP057461.1,4671,Klebsiella,Bacteria,Livestock,Pooled cattle faecal samples collected from floor of farm
GCF_015325925.1_ASM1532592v1,NZ_CP064053.1,4372,Enterococcus,Bacteria,Humans,rectal swab
GCF_014170865.1_ASM1417086v1,NZ_CP059939.1,2109,Escherichia,Bacteria,,
GCF_017654585.1_ASM1765458v1,NZ_CP067286.1,4183,Escherichia,Bacteria,,
GCF_016432785.1_ASM1643278v1,NZ_CP061106.1,3401,Escherichia,Bacteria,Humans,
GCF_008931385.1_ASM893138v1,NZ_CP042498.1,2495,Leclercia,Bacteria,Human-impacted,Shower 2
GCF_017639125.1_ASM1763912v1,NZ_CP067302.1,3849,Escherichia,Bacteria,Human-impacted,waste water
GCF_020162155.1_ASM2016215v1,NZ_CP083916.1,3200,Enterococcus,Bacteria,Humans,Hospitalized patient
GCF_013738375.1_ASM1373837v1,NZ_CP056726.1,2494,Enterobacter,Bacteria,Human-impacted,Wastewater effluent sample
GCF_017639105.1_ASM1763910v1,NZ_CP067271.1,4664,Escherichia,Bacteria,Human-impacted,waste water
GCF_019048485.1_ASM1904848v1,NZ_CP077410.1,3223,Enterobacter,Bacteria,Unannotated,
GCF_000832765.1_ASM83276v1,NZ_CP009593.1,7300,Bacillus,Bacteria,Unannotated,
GCF_018884145.1_ASM1888414v1,NZ_CP049153.1,6613,Cronobacter,Bacteria,Humans,Dyalisis liquid
GCF_013625575.1_ASM1362557v1,NZ_CP058163.1,2511,Enterobacter,Bacteria,Human-impacted,Wastewater effluent sample
GCF_904865825.1_INF018,NZ_LR890498.1,2936,Klebsiella,Bacteria,Humans,urine
GCF_013926025.1_ASM1392602v1,NZ_CP055989.1,9581,Klebsiella,Bacteria,,
GCF_014170865.1_ASM1417086v1,NZ_CP059941.1,1506,Escherichia,Bacteria,,
GCF_013742375.1_ASM1374237v1,NZ_CP056731.1,5523,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_016904455.1_ASM1690445v1,NZ_CP070119.1,3319,Escherichia,Bacteria,Humans,
GCF_023167605.1_ASM2316760v1,NZ_AP023437.1,2287,Escherichia,Bacteria,Humans,
GCF_016903435.1_ASM1690343v1,NZ_CP069934.1,1549,Escherichia,Bacteria,Humans,
GCF_014170055.1_ASM1417005v1,NZ_CP054299.1,3576,Citrobacter,Bacteria,Humans,urine
GCF_008931625.1_ASM893162v1,NZ_CP042529.1,3223,Citrobacter,Bacteria,Human-impacted,Shower 3
GCF_008931365.1_ASM893136v1,NZ_CP042565.1,2427,Acinetobacter,Bacteria,Human-impacted,Room 7
GCF_000835005.1_ASM83500v1,NZ_CP010294.1,9614,Yersinia,Bacteria,,
GCF_023573605.1_ASM2357360v1,NZ_CP097648.1,3148,Klebsiella,Bacteria,Humans,human skin
GCF_013738375.1_ASM1373837v1,NZ_CP056723.1,6974,Enterobacter,Bacteria,Human-impacted,Wastewater effluent sample
GCF_002210025.1_ASM221002v1,NZ_CP019648.1,4083,Salmonella,Bacteria,Livestock,pooled feces
GCF_021655575.1_ASM2165557v1,NZ_AP025201.1,3355,Helicobacter,Bacteria,Animals,
GCF_016903275.1_ASM1690327v1,NZ_CP069870.1,5167,Escherichia,Bacteria,Humans,
GCF_017161155.1_ASM1716115v1,NZ_CP053363.1,3511,Klebsiella,Bacteria,Livestock,feces from livestock farm
GCF_026194635.2_ASM2619463v2,NZ_CP113448.1,5053,Acinetobacter,Bacteria,Human-impacted,Draining-Matting Conveyor
GCF_013819085.1_ASM1381908v1,NZ_CP057213.1,5570,Escherichia,Bacteria,Livestock,Pooled sheep faecal samples collected from floor of farm
GCF_907176135.1_USZ_VRE5_P5_hybrid_assembly,NZ_OU015950.1,6503,Enterococcus,Bacteria,Humans,Superficial wound
GCF_004124015.1_ASM412401v1,NZ_CP032701.1,4968,Streptococcus,Bacteria,Humans,Abscess (lymph node)
GCF_946406265.1_SJC1043,NZ_OX291539.1,3223,Serratia,Bacteria,,
GCF_017088425.1_ASM1708842v1,NZ_CP070913.1,1917,Escherichia,Bacteria,Humans,feces
GCF_013729795.1_ASM1372979v1,NZ_CP056287.1,5969,Citrobacter,Bacteria,Human-impacted,Wastewater effluent sample
GCF_013635015.1_ASM1363501v1,NZ_CP058186.1,3294,Klebsiella,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_022370195.1_ASM2237019v1,NZ_CP072930.1,4167,Klebsiella,Bacteria,,
GCF_030295585.1_ASM3029558v1,NZ_AP027250.1,3904,Escherichia,Bacteria,Humans,feces
GCF_016889045.1_ASM1688904v1,NZ_CP069449.1,2159,Escherichia,Bacteria,Humans,
GCF_032362635.1_ASM3236263v1,NZ_CP119449.1,6985,Shigella,Bacteria,,
GCF_030389945.1_ASM3038994v1,NZ_CP128983.1,6267,Escherichia,Bacteria,Unannotated,
GCF_016904255.1_ASM1690425v1,NZ_CP070081.1,2101,Escherichia,Bacteria,Humans,
GCF_013624775.1_ASM1362477v1,NZ_CP058145.1,1240,Klebsiella,Bacteria,Human-impacted,Wastewater influent sample
GCF_023375485.1_ASM2337548v1,NZ_CP091234.1,4825,Enterococcus,Bacteria,Humans,fecal sample
GCF_020809145.1_ASM2080914v1,NZ_CP083122.1,14976,Bacillus,Bacteria,Human-impacted,Biopesticide Delfin
GCF_028748965.1_ASM2874896v1,NZ_CP118193.1,3674,Klebsiella,Bacteria,Humans,Tracheal Aspirate/Wash
GCF_019930865.1_ASM1993086v1,NZ_CP082876.1,1271,Campylobacter,Bacteria,Unannotated,
GCF_903993225.2_AN2352v1_cp,NZ_OW970435.1,2674,Klebsiella,Bacteria,,
GCF_013341435.1_ASM1334143v1,NZ_CP054448.1,2276,Staphylococcus,Bacteria,Humans,urine specimens
GCF_903993065.2_AI3007v1_cp,NZ_OW970379.1,4052,Klebsiella,Bacteria,Humans,Hospital Universitario Valencia Tres cruces (Valencia)
GCF_023822205.1_ASM2382220v1,NZ_CP087704.1,7130,Lactococcus,Bacteria,Food,Bryndza sheep milk cheese
GCF_904863325.1_INF354,NZ_LR890373.1,2723,Klebsiella,Bacteria,Humans,urine
GCF_001316945.3_ASM131694v3,NZ_CP023557.1,9293,Klebsiella,Bacteria,,
GCF_026428235.1_ASM2642823v1,NZ_CP084388.1,6107,Lactobacillus,Bacteria,Animals,
GCF_008931645.1_ASM893164v1,NZ_CP042554.1,4760,Enterobacter,Bacteria,Humans,clinical sample
GCF_024205905.1_ASM2420590v1,NZ_CP073806.1,2426,Macrococcoides,Bacteria,Livestock,Ear swab
GCF_013743935.1_ASM1374393v1,NZ_CP056754.1,4853,Enterobacter,Bacteria,Human-impacted,Wastewater influent sample
GCF_024225755.1_ASM2422575v1,NZ_CP100540.1,3083,Escherichia,Bacteria,Livestock,pooled poultry feces
GCF_000333835.2_ASM33383v2,NZ_CP053257.1,11054,Helicobacter,Bacteria,Humans,biopsy of antral stomach region from European patient with peptic ucler and chronic gastritis disease
GCF_029873555.1_ASM2987355v1,NZ_CP123576.1,7173,Arsenophonus,Bacteria,Animals,whole pupae
GCF_024224055.1_ASM2422405v1,NZ_CP100492.1,1549,Escherichia,Bacteria,Livestock,pooled poultry feces
GCF_030294405.1_ASM3029440v1,NZ_CP125725.1,13744,Staphylococcus,Bacteria,Food,cheese
GCF_030435995.1_ASM3043599v1,NZ_CP129389.1,4779,Salmonella,Bacteria,Humans,
GCF_904864535.1_INF313,NZ_LR890421.1,2723,Klebsiella,Bacteria,Humans,urine
GCF_019380275.1_ASM1938027v1,NZ_CP048931.1,5154,Neisseria,Bacteria,Humans,urethra
GCF_021655575.1_ASM2165557v1,NZ_AP025202.1,3191,Helicobacter,Bacteria,Animals,
GCF_016865295.1_ASM1686529v1,NZ_AP024307.1,7984,Thermus,Bacteria,Earth,hot spring water
GCF_016404015.2_ASM1640401v2,NZ_CP075657.1,6744,Escherichia,Bacteria,Humans,stool
GCF_004801575.1_ASM480157v1,NZ_CP039301.1,17924,Escherichia,Bacteria,Livestock,feces
GCF_016629485.1_ASM1662948v1,NZ_AP024207.1,15626,Escherichia,Bacteria,Unannotated,
GCF_024917975.1_ASM2491797v1,NZ_CP103565.1,2101,Escherichia,Bacteria,Humans,blood
GCF_003812845.1_ASM381284v1,NZ_CP033827.1,4096,Klebsiella,Bacteria,Humans,Endotracheal aspirate
GCF_016903155.1_ASM1690315v1,NZ_CP069824.1,4167,Klebsiella,Bacteria,Humans,
GCF_008931585.1_ASM893158v1,NZ_CP042544.1,3223,Enterobacter,Bacteria,Humans,clinical sample
GCF_020540985.1_ASM2054098v1,NZ_CP085068.1,1553,Escherichia,Bacteria,Humans,
GCF_013706575.1_ASM1370657v1,NZ_CP055546.1,6665,Citrobacter,Bacteria,,
GCF_022494625.1_ASM2249462v1,NZ_CP091661.1,1506,Escherichia,Bacteria,Water,river water
GCF_903993005.2_AI3000v1_cp,NZ_OW970371.1,4715,Klebsiella,Bacteria,Humans,Hospital Univeristario de Bellvitge (Barcelona)
GCF_904863305.1_MSB1_3B,NZ_LR890306.1,1552,Escherichia,Bacteria,Humans,rectal swab
GCF_023206595.1_ASM2320659v1,NZ_CP069622.1,5514,Escherichia,Bacteria,Unannotated,
GCF_002753015.1_ASM275301v1,NZ_CP024513.1,3336,Klebsiella,Bacteria,Unannotated,
GCF_020809105.1_ASM2080910v1,NZ_CP083110.1,14754,Bacillus,Bacteria,Human-impacted,Biopesticide DiPel DF
GCF_025732115.1_ASM2573211v1,NZ_CP107035.1,13953,Acinetobacter,Bacteria,,
GCF_003031545.1_ASM303154v1,NZ_CP020504.1,13878,Serratia,Bacteria,Humans,sputum
GCF_030037975.1_ASM3003797v1,NZ_CP124459.1,1306,Escherichia,Bacteria,Human-impacted,environmental: river near WWTP effluent
GCF_030038515.1_ASM3003851v1,NZ_CP124446.1,4064,Escherichia,Bacteria,Human-impacted,environmental: river near WWTP effluent
GCF_903993215.2_AI3065v1_cp,NZ_OW970535.1,4715,Klebsiella,Bacteria,Humans,Hospital Univeristario de Bellvitge (Barcelona)
GCF_024918055.1_ASM2491805v1,NZ_CP103549.1,1748,Klebsiella,Bacteria,Humans,same blood draw as MB8764
GCF_904863255.1_MINF_9A,NZ_LR890340.1,4062,Escherichia,Bacteria,Humans,blood
GCF_013800985.1_ASM1380098v1,NZ_CP056954.1,1551,Escherichia,Bacteria,Livestock,Pooled sheep faecal samples collected from floor of farm
GCF_905333885.2_AI2918v1_cp,NZ_OW969665.1,2495,Klebsiella,Bacteria,Humans,Hospital Universitario La Princesa (Madrid)
GCF_024918895.1_ASM2491889v1,NZ_CP103760.1,3372,Escherichia,Bacteria,Humans,blood
GCF_025984585.1_ASM2598458v1,NZ_CP087819.1,4658,Moraxella,Bacteria,Livestock,
GCF_013708685.1_ASM1370868v1,NZ_CP055597.1,3017,Klebsiella,Bacteria,,
GCF_013358365.1_ASM1335836v1,NZ_CP054835.1,2276,Staphylococcus,Bacteria,Humans,urine
GCF_019443605.1_ASM1944360v1,NZ_CP049842.1,2113,Escherichia,Bacteria,Humans,bladder epithelial biopsy from 60-year-old female patient with recurrent urinary tract infection
GCF_002591075.1_ASM259107v1,NZ_CP023915.1,3808,Klebsiella,Bacteria,Humans,Urine
GCF_016889125.1_ASM1688912v1,NZ_CP069469.1,9269,Escherichia,Bacteria,Humans,
GCF_017086545.1_ASM1708654v1,NZ_CP069415.1,3251,Priestia,Bacteria,Humans,
GCF_022494765.1_ASM2249476v1,NZ_CP091697.1,2113,Escherichia,Bacteria,Water,river water
GCF_016454465.1_ASM1645446v1,NZ_CP051390.1,11037,Salmonella,Bacteria,Livestock,swine
GCF_016066475.1_ASM1606647v1,NZ_CP065836.1,4165,Klebsiella,Bacteria,Humans,urine
GCF_020450285.1_ASM2045028v1,NZ_CP084666.1,5113,Hafnia,Bacteria,Unannotated,
GCF_024300705.1_ASM2430070v1,NZ_CP101304.1,5686,Escherichia,Bacteria,Humans,
GCF_013349245.1_ASM1334924v1,NZ_CP054815.1,32452,Bacillus,Bacteria,,
GCF_002636095.1_ASM263609v1,NZ_CP023908.1,4000,Klebsiella,Bacteria,,
GCF_904863395.1_INF250,NZ_LR890380.1,2723,Klebsiella,Bacteria,Humans,urine
GCF_029948145.1_ASM2994814v1,NZ_CP124125.1,3815,Enterobacter,Bacteria,Humans,other
GCF_002635725.1_ASM263572v1,NZ_CP023921.1,5095,Klebsiella,Bacteria,,
GCF_003660125.1_ASM366012v1,NZ_CP032846.1,2496,Enterobacter,Bacteria,Human-impacted,Burns unit surveillance
GCF_021228835.1_ASM2122883v1,NZ_CP089389.1,3514,Klebsiella,Bacteria,Humans,blood
GCF_009720465.1_ASM972046v1,NZ_CP041958.1,4072,Escherichia,Bacteria,Humans,urine
GCF_017654585.1_ASM1765458v1,NZ_CP067288.1,4048,Escherichia,Bacteria,,
GCF_023206715.1_ASM2320671v1,NZ_CP069640.1,5514,Escherichia,Bacteria,Human-impacted,laboratory evolution
GCF_013728275.1_ASM1372827v1,NZ_CP056147.1,2676,Klebsiella,Bacteria,Human-impacted,Freshwater sample from downstream of wastewater treatment plant
GCF_905232465.2_AI2617v1_cp,NZ_OW849496.1,3223,Serratia,Bacteria,,
GCF_904863375.1_MINF_1A,NZ_LR890333.1,1552,Escherichia,Bacteria,Humans,swab
GCF_025884555.1_ASM2588455v1,NZ_CP104915.1,4345,Avibacterium,Bacteria,Livestock,
GCF_016903275.1_ASM1690327v1,NZ_CP069868.1,5631,Escherichia,Bacteria,Humans,
GCF_008244745.1_ASM824474v1,NZ_CP043391.1,3123,Staphylococcus,Bacteria,Unannotated,
GCF_002753405.1_ASM275340v1,NZ_CP024553.1,4660,Klebsiella,Bacteria,Unannotated,
GCF_904864595.1_INF333,NZ_LR890386.1,3223,Klebsiella,Bacteria,Humans,sputum
GCF_024917835.1_ASM2491783v1,NZ_CP103506.1,9730,Klebsiella,Bacteria,Humans,blood
GCF_002753555.1_ASM275355v1,NZ_CP024561.1,4510,Klebsiella,Bacteria,Unannotated,
GCF_028553885.1_ASM2855388v1,NZ_CP067173.1,10648,Paracoccus,Bacteria,Earth,isolated from tidal flat sediment
GCF_030664715.1_ASM3066471v1,NZ_CP131446.1,5367,Clostridium,Bacteria,,
GCF_027944815.1_ASM2794481v1,NZ_CP116143.1,2089,Escherichia,Bacteria,Humans,ICU patient oral swab
GCF_030295585.1_ASM3029558v1,NZ_AP027251.1,3373,Escherichia,Bacteria,Humans,feces
