Node,Community,PIRACopyNumber,Plasmid_Length,Total_Chromosome_Length
NZ_CP056535.1,3,33.84622114,5783,5240044
NZ_CP097414.1,3,34.16371908,3991,5369141
NZ_CP055915.1,3,34.6201633,5969,5087483
NZ_CP048393.1,3,34.68568649,5101,5316840
NZ_CP056196.1,3,34.79635611,5783,5185437
NZ_OW970484.1,3,35.62215879,4167,5320230
NZ_CP041951.1,3,36.64988538,3733,5349282
NZ_CP058127.1,3,36.7247336,4841,6041083
NZ_OW970372.1,3,37.23855065,4167,5334591
NZ_CP070175.1,3,38.26887006,3810,5205582
NZ_CP023920.1,3,38.27685525,4619,5315094
NZ_CP055375.1,3,38.42805463,3271,5923213
NZ_CP024506.1,3,38.55104792,2936,5228889
NZ_OW970443.1,3,38.89053233,4167,5333677
NZ_CP024541.1,3,39.83760693,3825,5264380
NZ_CP097418.1,3,40.43493107,3991,5367615
NZ_CP055523.1,3,40.66138629,10876,5309503
NZ_CP055596.1,3,40.90288415,3335,5248800
NZ_CP024197.1,3,41.18340959,3825,5296999
NZ_CP026393.1,3,41.19150096,6761,5531975
NZ_CP055377.1,3,41.88902048,2547,5923213
NZ_CP024560.1,3,42.4569538,4660,5298459
NZ_CP056218.1,3,42.80774016,4805,5227382
NZ_OW970536.1,3,43.03800234,4167,5321412
NZ_AP024179.1,3,43.64861066,4941,5242098
NZ_CP056429.1,3,44.61554224,5783,5494507
NZ_CP056183.1,3,44.99138061,4863,4992760
NZ_CP055342.1,3,45.35148763,2777,5051597
NZ_LR890495.1,3,45.43654103,3549,5231789
NZ_OV754003.1,3,46.25888443,4494,5337773
NZ_OW970499.1,3,49.64303227,4167,5293786
NZ_CP058123.1,3,52.49957143,5997,6041083
NZ_CP055457.1,3,52.50072734,2988,5259821
NZ_CP024562.1,3,53.30816854,3825,5298459
NZ_CP099263.1,3,54.42950174,4683,5292859
NZ_CP099293.1,3,55.3120434,3576,5014841
NZ_CP056667.1,3,58.88799452,4803,4918388
NZ_CP055455.1,3,60.43931806,3322,5259821
NZ_OW970459.1,3,61.0944301,4167,5304972
NZ_CP056144.1,3,61.20282853,3258,5850397
NZ_AP024180.1,3,61.28633079,3359,5242098
NZ_LR890667.1,3,62.35520624,5825,5318175
NZ_CP056387.1,3,62.54951637,5783,5302120
NZ_CP073629.1,3,64.77583915,3991,5280684
NZ_CP056369.1,3,67.11827547,3576,5044080
NZ_CP099253.1,3,70.85096441,3960,5224332
NZ_CP056313.1,3,72.17271494,2927,5460256
NZ_CP058122.1,3,72.35736988,6761,6041083
NZ_CP056706.1,3,73.91615051,3258,5736562
NZ_CP044041.1,3,74.78426549,3693,5266224
NZ_CP056690.1,3,76.32987076,4163,5959281
NZ_CP055314.1,3,77.56876995,3273,6204086
NZ_CP056172.1,3,79.30000632,4804,4770039
NZ_CP082340.1,3,114.4987382,4915,4803884
NZ_CP041252.1,3,129.1045082,3336,5266426
NZ_CP056234.1,3,142.1745219,4446,5167828
NZ_CP011643.1,3,215.0895759,2927,5402147
NZ_CP045967.1,1,1.854217376,21123,6180270
NZ_CP045965.1,1,2.249913526,39887,6180270
NZ_CP019223.1,1,2.272026147,39887,6078402
NZ_CP084596.1,1,2.393819449,21123,6076815
NZ_CP084594.1,1,2.434110777,39887,6076815
NZ_CP084590.1,1,2.486982398,21123,5971317
NZ_CP046929.1,7,1.71411764,32462,3003989
NZ_CP046933.1,7,1.760040822,32528,3052634
NZ_CP046927.1,7,1.768706275,32552,3003105
NZ_CP065368.1,41,1.782639853,36676,5489509
NZ_CP054061.1,41,5.554731178,36669,3787397
NZ_CP084326.1,75,1.722629061,39848,6115622
NZ_CP047263.1,75,1.833082738,39848,6115755
NZ_CP084390.1,7,1.789059424,124670,1889802
NZ_CP027381.1,19,1.777676874,24547,5401672
NZ_CP123567.1,41,1.764782273,51587,3773508
NZ_CP038619.1,41,2.302688776,121472,3871978
NZ_CP123565.1,41,2.443651305,70110,3773508
NZ_CP038615.1,41,2.755045501,85190,3871978
NZ_CP123548.1,41,2.943482601,70045,3772510
NZ_CP038616.1,41,3.237128947,85274,3871978
NZ_CP123528.1,41,3.265177525,62790,3959650
NZ_CP123550.1,41,3.34047477,55796,3772510
NZ_CP123531.1,41,4.245061529,45810,3959650
NZ_CP038617.1,41,4.37868854,133306,3871978
NZ_CP123568.1,41,5.04678251,48029,3773508
NZ_CP123525.1,41,5.793045164,147963,3959650
NZ_CP123557.1,41,6.135477327,28012,3772510
NZ_CP123571.1,41,7.446995882,36895,3773508
NZ_CP038623.1,41,7.510412239,46250,3871978
NZ_CP123527.1,41,8.638623424,76652,3959650
NZ_CP123554.1,41,8.706544328,36879,3772510
NZ_CP031419.1,76,1.767570726,96709,6291633
NZ_CP026745.1,76,2.475825368,142547,6320090
NC_018026.1,1,1.772241911,26923,6500104
NZ_CP063797.1,1,2.172018599,36483,9007860
NZ_CP123562.1,41,2.200684382,220475,3773508
NZ_CP123545.1,41,2.432769513,222764,3772510
NZ_CP123524.1,41,2.568768247,226576,3959650
NZ_CP038614.1,41,2.829323951,222851,3871978
NZ_CP038620.1,41,3.970821026,120926,3871978
NZ_CP026401.1,1,1.863301926,20245,5277702
NZ_CP026224.1,1,3.099440083,39148,4797236
NZ_OW849381.1,1,4.516277472,40408,4814770
NZ_CP135479.1,1,4.75248365,36674,5138701
NZ_OW848790.1,1,4.979927221,38483,5066607
NZ_OW967267.1,1,5.009883282,40836,5082481
NZ_OW848983.1,1,5.83868109,39780,4879412
NZ_OW969914.1,1,6.161158149,39199,5442973
NZ_OW849084.1,1,12.92211795,40203,5142846
NZ_OW969881.1,1,14.23443523,41032,5176111
NZ_OW969906.1,1,31.46219687,43157,5085387
NZ_CP040302.1,9,1.81234462,37669,6765102
NZ_AP025620.1,9,3.28025628,22021,1848270
NZ_AP025616.1,9,8.09664031,19678,1945718
NZ_CP065715.1,1,3.999404261,7301,4060417
NZ_CP065709.1,7,3.267550319,20756,2809077
NC_019759.1,1,1.825357841,30787,5431448
NZ_CP056241.1,77,1.830657574,82097,5103922
NZ_CP056259.1,77,1.849963834,82097,5108587
NZ_CP122323.1,15,1.847451342,131449,4098036
NZ_CP056272.1,5,1.850585399,65098,5224399
NZ_CP009724.1,6,16.72763916,9364,4659530
NZ_CP009992.1,6,18.1667902,9670,4672688
NZ_CP010294.1,6,23.11475092,9614,4563069
NZ_CP087762.1,7,5.106248426,43072,1776837
NZ_CP019222.1,1,2.272309047,32137,6078402
NZ_CP045966.1,1,2.436998871,32137,6180270
NZ_CP068164.1,1,2.750178319,29038,2800425
NZ_CP084595.1,1,3.447849279,32137,6076815
NZ_CP090585.1,1,2.687743014,39278,5946469
NZ_CP030368.1,1,5.311044882,10454,3507364
NZ_CP137697.1,78,1.877475965,128814,4486962
NZ_CP056156.1,78,2.022256247,361638,4398880
NZ_CP083160.1,21,2.141248227,74094,5656085
NZ_AP024229.1,2,2.040755636,7397,2401002
NZ_CP133350.1,3,1.891102512,4956,4907217
NZ_CP133355.1,3,2.497430923,4956,4883742
NZ_CP084782.1,3,5.632659223,5733,5106924
NZ_CP027141.1,3,5.782272445,4604,4847226
NZ_CP083780.1,3,9.476142227,4740,5472883
NZ_CP118563.1,3,9.967671191,4664,4780460
NZ_CP118403.1,3,11.14622438,4665,5328698
NZ_CP096195.1,3,11.49167653,4664,4740531
NZ_OW969783.1,3,19.17532545,4665,5699169
NZ_CP056489.1,3,21.40424601,4678,6331260
NZ_CP055856.1,3,27.26939498,4664,4727976
NZ_CP055866.1,3,31.64044894,4664,4727977
NZ_CP055878.1,3,33.92511502,4664,4727562
NZ_CP055605.1,3,34.16465457,4664,4565833
NZ_CP099362.1,3,36.22173785,4664,4727989
NZ_CP056763.1,3,39.39577351,4667,5778205
NZ_CP058115.1,3,43.41985296,4667,5825890
NZ_CP055337.1,3,44.15653024,4316,5051597
NZ_CP033803.1,3,44.59154219,4214,4879214
NZ_CP055410.1,3,47.57140385,3517,4765598
NZ_CP072542.1,3,50.89062569,4842,4947577
NZ_CP058061.1,3,53.99644327,4664,4727820
NZ_CP055568.1,3,60.8843381,4044,5163581
NZ_CP056705.1,3,62.10828407,4843,5736562
NZ_CP055488.1,3,62.16394218,4678,6330682
NZ_CP056152.1,3,63.16988206,4667,6041693
NZ_CP056204.1,3,66.03887449,4667,4941540
NZ_CP056695.1,3,83.91407681,4665,4870455
NZ_CP039302.1,3,84.11861146,4664,4742390
NZ_CP055886.1,3,102.695405,4665,4797943
NZ_CP070059.1,7,2.328277173,28412,2436423
NZ_CP124637.1,41,1.901106503,57117,7290539
NZ_CP082339.1,41,4.913599908,48502,4803884
NZ_CP104294.1,41,11.28440537,48499,4514347
NZ_CP040293.1,1,2.298290191,32935,7495445
NZ_CP065883.1,7,2.026682364,74461,5307522
NZ_CP069462.1,3,1.907781858,3360,5048777
NZ_CP071524.1,3,2.31737009,5627,5078748
NZ_CP054231.1,3,2.611049405,7154,5129852
NZ_CP059842.2,3,3.297415409,5218,4944462
NZ_CP100534.1,3,3.39113376,9400,4907133
NZ_CP116092.1,3,3.983240615,6647,4827214
NZ_CP065844.1,3,4.135162023,4096,5272842
NZ_CP030332.1,3,4.138786732,4593,4818472
NZ_CP116131.1,3,4.196770112,4593,5018128
NZ_CP100535.1,3,4.589015922,8910,4907133
NZ_CP030009.1,3,4.604154878,4096,4956155
NZ_CP100600.1,3,4.880047107,5269,4701739
NZ_CP116140.1,3,5.061081304,4593,5018137
NZ_CP103532.1,3,5.309950819,3373,5001433
NZ_CP104490.1,3,5.382895191,3373,4806677
NZ_CP092001.1,3,6.357947158,5649,4800346
NZ_CP116081.1,3,6.58748749,5631,4958823
NZ_CP072957.1,3,6.5989463,3223,4965627
NZ_CP116120.1,3,6.607587861,5631,5014914
NZ_CP104360.1,3,6.628993727,4633,4685980
NZ_CP070186.1,3,6.653842634,4515,5343616
NZ_CP082064.1,3,6.7490587,17997,5043071
NZ_CP040072.1,3,6.775864131,5221,4778240
NZ_LR890655.1,3,6.881052512,4618,4944666
NZ_CP091714.1,3,6.949552039,3374,5042053
NZ_CP050987.1,3,7.320624586,3320,4751732
NZ_OW968279.1,3,7.398696772,6647,5212580
NZ_CP135274.1,3,7.622739875,12725,4678298
NZ_CP069591.1,3,8.044879849,5631,5080830
NZ_CP082099.1,3,8.055414635,12783,5174067
NZ_OW967798.1,3,8.125247695,8547,4742462
NZ_CP124524.1,3,8.561167866,4633,4685979
NZ_CP091676.1,3,8.601336024,3372,4846819
NZ_OW968114.1,3,8.834343998,4638,4783841
NZ_CP100539.1,3,8.912315075,3375,4907133
NZ_CP101296.1,3,9.479570849,6741,5840137
NZ_CP024493.1,3,9.721694281,3514,5583461
NZ_CP049080.1,3,9.803396166,3372,4764184
NZ_CP069493.1,3,9.961325443,5219,4995060
NZ_CP090136.1,3,10.14745632,4593,4647585
NZ_CP123234.1,3,10.28212871,5631,4989393
NZ_CP104364.1,3,10.32396403,4633,4685980
NZ_CP059950.1,3,10.57677096,6652,4883081
NZ_CP082093.1,3,10.69312208,8423,5249827
NZ_CP040109.1,3,11.08759392,6042,5518535
NZ_LR890612.1,3,11.68349126,5221,4843422
NZ_CP049850.1,3,11.70149738,5631,5016451
NZ_CP070126.1,3,11.71785365,6648,4982306
NZ_CP124445.1,3,12.08143665,4245,5129351
NZ_CP135675.1,3,12.39661305,8910,5712798
NZ_CP040320.1,3,12.45149027,3372,4908183
NZ_AP025744.1,3,12.48975685,7166,5486912
NZ_CP058686.1,3,12.63338019,6715,5705580
NZ_LR898880.1,3,13.02713026,5210,5278133
NZ_CP040386.1,3,13.08740796,5221,4767771
NZ_CP053757.1,3,13.19115378,5219,4818418
NZ_CP107726.1,3,13.2423267,3362,4983583
NZ_CP040650.1,3,13.33398672,3095,4905849
NZ_CP065609.1,3,13.49230221,6888,5312637
NZ_CP103539.1,3,13.53174298,5631,4828093
NZ_CP069547.1,3,13.76835465,3816,4919415
NZ_CP038306.1,3,13.77918293,6042,5492443
NZ_CP069901.1,3,13.91032674,3223,5220139
NZ_CP054914.1,3,14.03371801,4042,4536577
NZ_CP042591.1,3,14.174609,4593,4726527
NZ_CP040653.1,3,14.25036775,3372,4925949
NZ_CP055135.1,3,14.51432358,4110,4566993
NZ_LR898879.1,3,15.06163899,5631,5278133
NZ_CP135507.1,3,15.12128015,3372,4767905
NZ_CP060510.1,3,15.2874867,3372,4654369
NZ_CP117855.1,3,15.28964651,8281,5940483
NZ_CP069831.1,3,15.33539076,4634,5317588
NZ_CP058674.1,3,15.60476129,3371,4826040
NZ_CP139040.1,3,15.6320029,8555,4785978
NZ_CP103485.1,3,15.9464907,3373,5186731
NZ_CP070166.1,3,16.91782436,5221,5081525
NZ_CP038390.1,3,17.48959664,5423,5294183
NZ_CP128975.1,3,18.11335235,8899,5639055
NZ_CP038296.1,3,18.46204637,5423,5219269
NZ_CP050733.1,3,18.4763764,4593,5038546
NZ_CP049841.1,3,18.92890078,5630,5003672
NZ_CP016584.1,3,18.94055867,6647,4747526
NZ_CP083713.1,3,19.4124545,4461,4711286
NZ_CP038310.1,3,19.41489471,6042,5594529
NZ_CP050782.1,3,19.42094331,3372,4744651
NZ_CP016519.1,3,19.60884893,6647,4751335
NZ_CP054889.1,3,19.65889298,4042,4727697
NZ_CP039838.1,3,20.11654036,3371,5431628
NZ_CP070167.1,3,20.43503622,5504,5081525
NZ_CP034069.1,3,20.48555205,5034,4828074
NZ_CP059951.1,3,20.65488584,5631,4883081
NZ_CP082079.1,3,21.25350693,4629,4848979
NZ_CP076238.1,3,21.87747939,7323,5528657
NZ_CP016009.1,3,22.05031934,8556,5026105
NZ_CP082941.1,3,22.08450208,5676,3651448
NZ_CP053363.1,3,23.33857067,3511,5329123
NZ_CP103760.1,3,24.76197346,3372,4747694
NZ_CP069469.1,3,24.82464853,9269,5048777
NZ_CP101304.1,3,24.92358987,5686,5497490
NZ_CP069868.1,3,25.1890704,5631,5010420
NZ_AP027251.1,3,25.43289002,3373,5072830
NZ_CP056745.1,0,25.43417284,4853,4779833
NZ_CP057095.1,3,26.99803346,6669,4730551
NZ_CP016513.1,3,27.24541323,6647,4747525
NZ_CP038396.1,3,27.53635051,6888,5303225
NZ_CP038377.1,3,27.58289925,7324,5523389
NZ_CP056749.1,3,27.64494563,4783,4704878
NZ_CP011658.1,3,28.06847952,3223,4878509
NZ_CP047581.1,3,28.0925022,6647,4811585
NZ_CP068094.1,3,28.47537792,4028,4412414
NZ_CP033806.1,3,28.82630113,1144,4879214
NZ_CP055604.1,3,29.0311392,6647,4565833
NZ_CP051419.1,3,29.19815997,3372,4722156
NZ_CP056746.1,3,29.54244795,4783,4779833
NZ_CP058137.1,3,30.39489923,5665,5321589
NZ_CP045212.1,3,30.46906691,9058,4907913
NZ_CP128884.1,3,30.60708439,5631,5024955
NZ_CP057102.1,3,30.64991537,6647,4612513
NZ_CP074706.1,3,31.05584527,8909,5041266
NZ_CP012934.1,3,31.38081299,3372,4809628
NZ_CP069574.1,3,36.01182102,3360,4805734
NZ_CP138850.1,3,36.14232742,4042,4652134
NZ_CP033805.1,3,36.20596484,1147,4879214
NZ_CP051341.1,3,36.24755363,5417,4915330
NZ_CP128968.1,3,36.78232721,3372,4879343
NZ_CP034063.1,3,37.45162157,3920,4586233
NZ_CP069876.1,3,38.6621604,3373,5318186
NZ_CP070918.1,3,38.93355128,3373,4722363
NZ_CP044040.1,3,40.05218515,3223,5266224
NZ_CP057106.1,3,40.46732762,6669,4737856
NZ_CP056227.1,3,41.15625572,3223,5396561
NZ_CP092005.1,3,41.48718257,4593,4870154
NZ_CP030004.1,3,44.36506535,4593,4677648
NZ_CP012927.1,3,45.07299415,3372,4790331
NZ_CP051336.1,3,46.7457526,5852,4915330
NZ_CP045946.1,3,49.29835198,3691,4705038
NZ_CP051339.1,3,49.49993158,4251,4915330
NZ_CP085205.1,3,49.54443406,4042,4594703
NZ_CP032484.1,3,56.3639952,4160,4438053
NZ_CP055360.1,3,56.58091735,1003,4779902
NZ_CP070928.1,3,57.88512982,3375,4790484
NZ_CP135678.1,3,63.32477379,3373,5712798
NZ_OX359184.1,3,63.7619488,5875,5482451
NZ_CP056893.1,3,64.74406165,3696,5167268
NZ_CP057360.1,3,70.64069159,6669,4655461
NZ_CP050767.1,3,73.88196081,3373,4858857
NZ_CP080517.1,3,78.51883954,3383,4826311
NZ_CP058201.1,3,79.35871222,4509,4485767
NZ_CP051344.1,3,80.42629689,5698,4833900
NZ_CP051340.1,3,85.71900376,3373,4915330
NZ_CP055679.1,3,86.85058298,6647,4718083
NZ_CP051401.1,3,87.20768711,3372,4841666
NZ_CP092013.1,3,90.29179853,4593,4867746
NZ_CP051414.1,3,90.90694459,3371,5002914
NZ_CP099356.1,3,94.22091254,3372,4551556
NZ_CP039325.1,3,98.19757384,3223,5146753
NZ_CP057361.1,3,103.5447289,5055,4655461
NZ_CP056507.1,3,107.506123,4426,5205079
NZ_CP082934.1,3,107.8535023,5631,4666130
NZ_OX359177.1,3,111.7747314,5875,5462471
NZ_CP127084.1,3,120.4782092,4110,4495661
NZ_CP099324.1,3,143.0956226,4938,4533434
NZ_CP045937.1,3,145.0924066,5219,4837733
NZ_CP130066.1,3,156.2882901,4099,4576609
NZ_OX359179.1,3,168.9427689,3374,5462471
NZ_CP051418.1,3,437.954692,4593,4834032
NZ_CP026075.1,7,2.282656689,23690,2877716
NZ_CP044838.1,2,2.23458276,1618,903844
NZ_CP066386.1,2,2.499714667,6895,2758635
NZ_CP066439.1,2,3.57474882,8194,2875677
NZ_CP044671.1,2,4.019173182,1618,905334
NZ_AP023060.1,79,1.920560559,35300,1893367
NZ_AP023064.1,79,2.758311385,35300,1893369
NZ_AP023066.1,79,4.366835847,24473,1732647
NZ_CP097052.1,2,3.160950349,8573,1978201
NZ_CP043522.1,2,4.008795086,7928,2416272
NZ_CP050186.1,3,2.25213517,38150,5585577
NZ_CP065679.1,13,3.476271402,9868,3296682
NZ_CP132986.1,6,6.859477277,7768,2117296
NZ_CP013277.1,80,1.933076787,349600,5499731
NZ_CP053970.1,80,4.586393145,350092,5415637
NZ_CP009334.1,80,4.86955749,349601,5232696
NZ_CP053979.1,80,5.465247396,349601,5228070
NZ_CP009348.1,80,6.511222846,349602,5491311
NZ_CP083136.1,80,6.973125547,349599,5496624
NZ_CP094973.1,3,1.942265501,9996,3315933
NZ_CP014850.1,3,2.329090006,39023,5776895
NC_013925.1,1,1.948515865,58487,3751858
NZ_CP127879.1,0,1.958663541,10347,5099769
NZ_CP041003.1,0,13.45590265,1549,5302688
NC_018660.1,0,26.35556396,1549,5273097
NZ_CP103859.1,2,1.962220373,12828,2134321
NZ_CP134766.1,5,2.093088011,34612,4185742
NZ_CP090087.1,21,1.969232266,70091,5668734
NZ_CP031710.1,2,5.622648203,30787,3851088
NZ_JACUVP010000003.1,81,1.982253856,137487,4707722
NZ_CP046068.1,81,2.131485632,95651,3537514
NZ_CP045358.1,81,2.29681389,95651,3539493
NZ_CP046165.1,81,2.446866537,95651,3538509
NZ_CP082092.1,15,5.344549923,22411,5249827
NZ_CP058541.1,3,2.031917958,16083,3492515
NZ_CP083097.1,20,12.39290534,10657,5713893
NZ_CP083153.1,20,15.78597116,10657,5705790
NZ_CP083165.1,20,25.82228865,10657,5656085
NZ_CP031228.1,8,11.48228472,40720,6075120
NZ_CP032004.1,3,2.691420321,10694,3493479
NZ_CP031989.1,3,27.51424139,12769,3666573
NZ_CP055541.1,3,28.94611844,6449,5067906
NC_013519.1,65,2.043888678,13648,4418842
NC_017185.1,65,3.099451222,2750,2021773
NZ_CP030346.1,0,2.056417739,4858,5018145
NZ_CP133349.1,0,2.08700601,5149,4907217
NZ_CP069613.1,0,2.537752673,9026,5416261
NZ_CP069412.1,0,2.633296502,7312,4835111
NZ_CP133354.1,0,3.026777796,5149,4883742
NZ_CP029109.1,0,5.696561993,1565,4875835
NZ_CP027128.1,0,9.181882506,1565,4877957
NZ_CP070182.1,0,9.879539442,1506,5343616
NZ_CP049084.1,0,10.26441249,3173,4764184
NZ_CP091688.1,0,10.36484879,3172,4956558
NZ_CP116165.1,0,13.55031115,3174,4807773
NZ_CP033852.1,0,14.24442726,1459,5231450
NZ_LR890586.1,3,14.40885129,4439,5267448
NZ_CP033791.1,0,15.42611359,5412,5277296
NZ_CP116093.1,0,15.5330941,1565,4827214
NZ_OW967974.1,0,15.97666311,1459,5101183
NZ_OW849069.1,0,16.19559115,1506,5186323
NZ_CP056724.1,0,16.36643127,4859,4939254
NZ_LR890656.1,0,16.76010699,1506,4944666
NZ_OW849114.1,0,18.29980413,2912,5186317
NZ_CP034062.1,0,18.92688528,1538,4586233
NZ_CP055357.1,0,19.01680548,3025,4779902
NZ_CP100493.1,0,19.13178463,1506,5095622
NZ_LR890238.1,3,19.72686189,3712,5237440
NZ_LR890342.1,0,19.9652477,1433,5121811
NZ_CP077261.1,0,20.6026402,6827,4918872
NZ_CP069837.1,0,20.99232606,1506,5317588
NZ_CP101928.1,0,21.57783266,3173,5132220
NZ_CP069632.1,0,21.71270739,3173,5050943
NZ_CP085079.1,0,22.22143197,3174,4965339
NZ_CP059941.1,0,22.95562012,1506,4801284
NZ_CP058145.1,0,23.69398942,1240,5321589
NZ_CP056754.1,0,24.00487283,4853,4779833
NZ_CP091661.1,0,24.37708341,1506,4831099
NZ_LR890541.1,0,26.67604574,1459,5251940
NZ_CP081877.1,0,27.41026908,1764,5240743
NZ_CP103761.1,0,27.85417902,3173,4747694
NZ_CP103478.1,0,28.59268526,1458,5165674
NZ_CP055409.1,0,29.67692453,3711,4765598
NZ_CP038294.1,0,30.15487142,3171,5498884
NZ_CP067259.1,3,30.40233925,3357,5354058
NZ_OW849068.1,0,31.428208,1565,5186323
NZ_CP069644.1,0,31.93922209,3173,5050943
NZ_CP104675.1,0,33.09161251,1029,5123200
NZ_CP117727.1,0,36.22367621,5149,4742410
NZ_CP056679.1,0,36.9773854,4858,5032884
NZ_CP056666.1,0,37.1521678,4858,4918388
NZ_CP054223.1,0,37.66148428,1506,5010549
NZ_CP103750.1,0,39.17512952,3172,4896043
NZ_CP069629.1,0,43.30793458,3173,5050942
NZ_CP023506.1,0,43.85978244,1509,4074223
NZ_CP069626.1,0,44.184829,3173,5051874
NZ_CP103486.1,0,45.13309179,1505,5186731
NZ_CP069635.1,0,47.03841972,3173,5050942
NZ_CP069937.1,0,48.45744868,3171,4986352
NZ_CP056694.1,0,49.60262891,4858,4870455
NZ_CP056538.1,0,50.76995818,3398,5240044
NZ_CP070905.1,0,53.92296773,1506,4770142
NZ_CP059952.1,0,56.78574176,1506,4883081
NZ_CP069638.1,0,60.61229547,3173,5050942
NZ_CP069623.1,0,65.14061548,3173,5050942
NZ_CP069641.1,0,83.40369779,3173,5050943
NZ_CP085073.1,0,84.13943491,1506,4977654
NZ_AP025656.1,0,99.66090829,2671,4790761
NZ_CP100510.1,0,100.2542837,1565,5559392
NZ_CP047582.1,0,112.6909304,1506,4811585
NZ_CP103738.1,0,143.4104933,1458,5460489
NZ_OX359187.1,0,189.1393328,1506,5482451
NZ_CP117233.1,0,263.7107799,3173,5132219
NZ_AP025646.1,0,361.9012816,2671,4804009
NZ_CP070966.1,7,4.664114108,6335,2384298
NZ_CP069477.1,7,10.82988888,6266,2470062
NZ_CP069952.1,7,13.70273588,6266,2470065
NZ_OX419647.1,7,2.465755403,79358,4128244
NC_015659.1,82,2.096775575,68763,3668009
NC_013748.1,82,4.265759551,71062,3889038
NZ_CP077406.1,2,10.08946919,18541,5561066
NZ_CP118334.1,20,2.911013491,5769,5162861
NZ_CP051763.1,20,3.439856621,9792,2435860
NZ_CP018667.1,20,7.467218276,5566,5424949
NC_010550.1,20,12.09103353,1765,3034136
NZ_CP097074.1,20,17.22744535,3440,2080409
NZ_OX371414.1,20,32.22033659,7023,7047941
NZ_CP023496.1,7,2.108892881,169687,2702288
NZ_CP041740.1,7,2.799664737,45436,3152103
NZ_CP032276.1,2,5.899823838,8540,3630637
NZ_AP024507.1,2,7.023329822,9190,5333415
NZ_CP014131.1,2,8.093870644,9026,2485441
NZ_CP083099.1,2,11.65612191,9174,5713893
NZ_CP113922.1,0,2.142970807,15865,1983029
NZ_CP047364.1,0,7.676030399,10987,2387408
NZ_AP025595.1,9,2.146734927,25316,2046081
NZ_CP069436.1,1,3.643668182,7245,2660948
NZ_CP022499.1,15,4.259168753,38945,4732484
NZ_CP061383.1,15,4.838418673,5488,5210190
NZ_CP031711.1,15,6.583934733,12086,3851088
NZ_AP023431.1,15,7.910791531,5498,4557972
NZ_CP057097.1,15,26.16365373,5440,4730551
NZ_CP051352.1,15,95.7412839,9569,4654533
NZ_CP051365.1,15,103.8647402,8688,4744179
NZ_AP024506.1,3,4.577206711,9518,5333415
NZ_CP081875.1,2,8.083703625,13279,5240743
NZ_CP069434.1,2,3.936872365,11114,2660948
NZ_CP031993.1,2,9.188267925,21807,3550511
NZ_CP056723.1,3,23.19971227,6974,4939254
NZ_CP056890.1,2,62.38263419,10160,5167268
NC_014916.1,1,2.178114663,45057,3628883
NZ_CP088078.1,83,2.188245394,60295,3473005
NZ_CP088079.1,83,2.256109825,54520,3473005
NZ_CP013858.1,2,2.196597303,12219,3982791
NZ_CP013708.1,2,4.232146861,11471,3841378
NZ_CP068217.1,84,2.198666763,104542,2447326
NZ_CP068220.1,84,3.530539264,111289,2521298
NZ_CP123563.1,41,2.938708556,145755,3773508
NZ_CP123546.1,41,3.608409105,145708,3772510
NZ_CP123506.1,41,5.416007358,104007,3556519
NZ_CP063384.1,3,61.02005666,4265,2992699
NZ_CP080292.1,1,2.204571133,74500,3586821
NZ_CP127880.1,0,2.207376471,4890,5099769
NZ_CP069464.1,0,3.032667579,1935,5048777
NZ_CP009965.1,0,8.102839602,4983,5305318
NZ_CP082368.1,0,8.284501355,3841,3868812
NZ_CP066031.1,0,8.86016866,1307,1684121
NZ_CP027481.1,0,8.938954086,2827,6444290
NZ_CP098531.1,0,14.37437417,4213,4461952
NZ_CP070127.1,0,15.69762628,1843,4982306
NZ_CP081876.1,0,18.55492978,3188,5240743
NZ_CP065879.1,0,18.83908806,5108,5307522
NZ_CP049843.1,0,20.73608104,1822,5003672
NZ_CP069545.1,0,21.13841305,3347,4919415
NZ_CP123518.1,0,21.58872835,7901,3556519
NZ_CP082876.1,0,23.78223196,1271,1742654
NZ_CP100540.1,0,24.01353942,3083,4907133
NZ_CP093263.1,0,29.91911128,1220,3558084
NZ_LR890615.1,0,35.04574226,1822,4843422
NZ_CP100550.1,0,41.52686574,1865,4679910
NZ_CP055813.1,0,45.2316095,1902,4759039
NZ_CP075862.1,0,46.15042563,2255,5137408
NZ_CP100508.1,0,46.77317908,2313,5559392
NZ_CP057865.1,0,50.17436133,5169,4885177
NZ_CP065873.1,0,51.03579229,2752,6216145
NZ_CP123522.1,0,51.24118552,2372,3556519
NZ_CP103566.1,0,51.33120908,1902,5211978
NC_012037.1,0,52.12403611,3653,2919718
NZ_CP069576.1,0,57.63484747,1902,4805734
NZ_CP103576.1,0,63.51745396,1822,4752362
NZ_CP056197.1,0,64.42084273,2426,5185437
NZ_LR898885.1,0,76.54794944,1902,5278133
NZ_CP128969.1,0,77.1970696,2307,4879343
NZ_CP119455.1,0,77.51804603,1822,4641624
NZ_CP129424.1,0,81.58454881,2361,4051165
NZ_CP075648.1,0,85.98052893,3064,5076702
NZ_CP038427.1,0,88.9441046,2728,5572326
NZ_CP047575.1,0,91.11194999,2312,4561168
NZ_CP038370.1,0,96.29137198,2731,5530739
NZ_CP075711.1,0,120.1084403,2461,5163725
NZ_CP075636.1,0,141.2401688,2464,5201011
NZ_CP058204.1,0,152.5261295,3141,4485767
NZ_CP127088.1,0,210.4046565,1812,4495661
