SeqID,Degree,PCN,Plasmid_Length
NZ_OU015710.1,13,1.890061058,101837
NZ_CP066638.1,13,1.897877035,87407
NZ_CP066383.1,16,1.998544705,104340
NZ_CP012442.1,13,2.040644477,71508
NZ_CP066402.1,13,2.144669007,83940
NZ_OU016038.1,13,2.699327883,103363
NZ_CP046258.1,1,1.013653128,164963
NZ_CP038797.1,4,1.191299472,341437
NZ_CP058538.1,1,1.756451508,107381
NZ_CP064066.1,1,1.939476623,173200
NZ_CP045807.1,3,2.975729579,93188
NZ_CP039305.1,4,0.95458069,55112
NZ_CP117031.1,3,0.960869007,311111
NZ_LR890201.1,33,3.57024703,29794
NZ_CP123514.1,7,21.68809186,33818
NZ_CP090160.1,4,1.657602439,136103
NZ_CP044820.1,2,0.970793408,3244
NZ_CP044673.1,2,1.65733649,1580
NZ_CP044646.1,3,1.688118698,3833
NZ_CP042268.1,1,2.028729711,167069
NZ_CP051374.1,1,0.973905521,194325
NZ_CP045320.1,8,1.004037735,91442
NZ_CP045390.1,7,1.005529986,73873
NZ_CP045362.1,7,1.052184761,81963
NZ_CP045375.1,9,1.174865717,106274
NZ_CP082334.1,1,0.976892461,133106
NZ_CP081879.1,1,1.730604259,184468
NZ_CP053958.1,19,4.878071243,19717
NZ_CP102313.1,1,0.987054668,36992
NZ_AP025229.1,1,1.407898473,33998
NZ_CP117413.1,1,1.013715308,131261
NZ_CP016215.1,10,0.990652151,423017
NZ_CP029096.1,14,1.018088892,437392
NZ_CP047261.1,10,1.226620023,387260
NZ_CP039989.1,14,1.262926335,422811
NZ_CP084324.1,10,1.293491066,387260
NZ_CP116474.1,1,3.306202879,1571
NZ_CP046305.1,6,1.248235325,25213
NZ_CP054005.1,14,1.381305765,25845
NZ_LR735441.1,22,1.529306718,16590
NZ_LR735433.1,38,1.868843985,27310
NZ_CP082337.1,12,2.159865136,43042
NZ_CP077272.1,7,3.075541739,26108
NC_017590.1,4,0.998691175,142731
NZ_AP025615.1,4,1.203923122,79572
NZ_CP141641.1,7,1.208999949,60671
NZ_CP026424.1,7,1.51715314,18295
NZ_CP083661.1,14,3.969774426,13872
NZ_CP095006.1,1,1.347980779,406045
NZ_CP068080.1,22,4.554462484,33436
NZ_CP069581.1,23,5.434551987,33442
NZ_CP090917.1,2,1.018300832,30442
NZ_CP125720.1,5,2.472766702,32242
NZ_CP054016.1,5,3.808604556,42569
NZ_CP007745.1,1,1.006750627,203123
NZ_CP033753.1,5,1.365826312,86551
NZ_CP014203.1,5,1.940834822,120667
NZ_CP106659.1,1,1.055753673,168116
NZ_CP102461.1,8,1.175227032,140865
NZ_CP081476.1,36,1.01143413,6658
NZ_CP012459.1,40,1.918873143,31916
NZ_CP116594.1,37,2.616283872,14139
NZ_CP088220.1,31,2.673548113,8440
NZ_CP065933.1,45,2.882074624,9316
NZ_CP012445.1,40,2.892788697,12140
NZ_CP012446.1,36,2.968478278,13149
NZ_CP071928.1,45,3.265329843,9318
NZ_CP013706.1,17,3.362469336,17568
NZ_CP043802.1,48,3.483562634,7208
NZ_CP044277.1,37,3.627904252,12527
NZ_CP089323.1,38,4.291312505,11983
NZ_CP066425.1,40,4.397254168,12538
NZ_CP014532.1,42,4.747969588,9310
NZ_CP012453.1,39,4.805402173,9312
NZ_CP018834.1,36,4.835388806,13141
NZ_CP018829.1,36,5.108495384,13141
NZ_CP091002.1,52,5.958253323,8577
NZ_AP024834.1,45,7.346179218,9507
NZ_CP091003.1,264,7.425869265,6885
NZ_AP024840.1,45,7.634547125,9507
NZ_CP077323.1,60,7.9502917,11726
NZ_CP065655.1,264,16.52679999,6585
NZ_CP011831.1,37,25.49090471,10839
NZ_CP059686.1,151,2.540942654,9483
NZ_CP020609.1,163,3.120955323,7521
NZ_AP024801.1,28,6.763866385,11158
NZ_CP069505.1,28,10.26292042,11158
NZ_CP068186.1,30,14.86961772,7913
NZ_CP113446.1,193,15.86757531,8916
NZ_CP036551.1,288,39.26368998,8306
NC_015512.1,1,1.017040413,143757
NC_015511.1,1,1.172070151,164019
NZ_CP093017.1,5,4.409735674,436805
NZ_AP015030.1,7,5.462341131,483376
NZ_CP081005.1,1,1.018146901,191242
NZ_CP038798.1,3,1.411950652,268343
NZ_CP058641.1,7,1.605013245,262583
NZ_CP039329.1,4,1.053339187,66363
NZ_CP077318.1,11,1.321916092,108549
NZ_CP032488.1,15,1.440585326,60496
NZ_CP070517.1,4,1.021334377,21775
NZ_CP020733.1,2,1.759018842,15285
NZ_CP070514.1,2,2.002951101,24810
NZ_CP033968.1,7,1.682302227,312343
NZ_CP127044.1,2,1.022795059,10461
NZ_CP031819.1,152,10.62093417,7044
NZ_CP068209.1,5,18.65965444,6362
NZ_CP022300.1,2,2.123581337,22605
NZ_CP090512.1,24,1.028056969,26361
NZ_CP087684.1,49,1.237123483,32575
NZ_CP087697.1,49,1.433308263,32575
NZ_CP087982.1,49,1.433859622,32575
NZ_CP087682.1,49,1.801809091,32575
NZ_CP087679.1,49,2.105451208,32575
NZ_CP087687.1,49,3.44669054,32575
NZ_CP015699.1,5,4.273265847,16489
NZ_CP087984.1,49,5.123969404,32575
NZ_AP025022.1,2,1.029978225,81719
NZ_CP054693.1,8,2.082427558,44503
NZ_CP034360.1,1,1.238398001,157844
NZ_AP026869.1,7,1.040110632,87090
NZ_CP013279.1,6,1.040456609,127938
NZ_CP053973.1,6,1.08063124,166759
NZ_CP090085.1,6,2.074056779,83392
NZ_CP028013.2,5,2.216587991,70585
NZ_CP090084.1,7,2.539584734,83506
NZ_CP083138.1,6,2.592130127,127894
NZ_CP090086.1,6,2.778696789,72739
NZ_CP134765.1,1,1.359636947,46519
NC_014756.1,1,1.042819122,51014
NZ_CP029979.1,3,2.466924125,36564
NZ_CP104729.1,1,1.044004325,171063
NZ_JACUVP010000002.1,1,1.263320357,192921
NC_019388.1,1,1.044130735,57223
NC_010715.1,3,7.30771261,17207
NZ_CP104493.1,149,1.544343936,3924
NZ_CP110219.1,42,3.169558654,6359
NZ_CP072947.1,214,4.281980454,5411
NZ_CP011592.1,214,6.212253475,5410
NZ_CP103613.1,214,8.021659834,5410
NZ_CP135453.1,194,8.778741805,4783
NZ_CP030226.1,214,11.81603359,5410
NZ_AP022883.1,26,13.21314507,4045
NZ_OW849159.1,194,13.3041698,4783
NZ_CP126133.1,223,18.00837245,4357
NZ_CP056758.1,194,20.13304368,4784
NZ_CP069818.1,194,22.02025707,4775
NZ_CP084388.1,42,23.92099061,6107
NZ_CP056755.1,194,27.53895321,4783
NZ_CP065694.1,194,27.90335473,4783
NZ_CP056725.1,194,33.5065135,4783
NZ_CP056537.1,194,34.12144228,4772
NZ_OV754002.1,194,39.56438029,4783
NZ_CP056591.1,149,44.95231635,3066
NZ_CP056230.1,36,45.49435008,3249
NZ_CP092045.1,194,57.58916167,4783
NZ_CP056173.1,194,72.47221575,4783
NZ_CP056549.1,149,81.53352366,3066
NZ_CP051399.1,37,81.957092,4198
NZ_CP056206.1,149,104.2298318,3078
NZ_CP051448.1,194,185.7803192,4781
NZ_AP022580.1,24,1.708248292,21984
NZ_CP027180.1,33,3.625660093,73018
NZ_CP032274.1,52,4.592987015,10922
NZ_CP027186.1,33,5.359081326,38505
NZ_CP075635.1,51,15.81679436,5598
NZ_CP123662.1,4,1.669359924,46121
NZ_CP099336.1,4,7.459329126,46121
NZ_CP099342.1,4,9.158631053,45944
NZ_CP030151.1,7,1.708962543,62485
NC_015386.1,1,1.050637417,165572
NZ_CP051758.1,1,1.053998406,13674
NC_019681.1,5,2.579758108,23223
NZ_CP065996.1,5,2.337492518,37367
NZ_CP090082.1,1,2.320745055,448451
NZ_CP077319.1,1,1.880643979,40804
NZ_CP127040.1,7,3.993520305,142944
NZ_CP031983.1,372,10.16389867,4281
NZ_AP025200.1,372,13.89055906,3817
NZ_AP024809.1,372,16.34842735,4293
NZ_CP129423.1,29,19.6911904,5265
NZ_CP060706.1,372,19.73653313,3902
NZ_CP049265.1,372,32.19848561,3611
NZ_CP049273.1,372,46.48217756,3592
NZ_CP049271.1,372,56.66792484,3666
NZ_CP031997.1,372,71.41146638,4280
NZ_CP036412.1,372,100.1628683,3050
NZ_CP040280.1,7,1.067880822,44291
NZ_CP044656.1,17,1.446523486,2893
NZ_CP093253.1,17,9.036262124,8725
NZ_CP034320.1,17,15.85903887,8711
NZ_AP025666.1,17,42.98545507,2345
NZ_CP067292.1,17,76.80285234,2348
NZ_CP067273.1,17,87.38703357,2348
NZ_AP025661.1,17,93.86121962,2345
NZ_CP069609.1,1,1.069615726,76096
NZ_CP069399.1,1,1.494140188,124513
NZ_CP065599.1,10,5.304574011,36780
NZ_CP065697.1,13,1.078565987,336502
NZ_CP065671.1,2,1.088171595,76480
NZ_AP023324.1,1,1.700741862,79575
NZ_CP133131.1,1,1.089381424,63329
NZ_CP122334.1,3,1.265107741,42563
NZ_CP064892.1,1,1.090273465,29099
NZ_CP063800.1,1,1.562778547,29106
NZ_CP072969.1,570,3.965341526,2264
NZ_CP042592.1,570,4.248268707,2724
NZ_CP072960.1,570,4.750555578,2264
NZ_CP069858.1,570,5.272966277,3005
NZ_CP116099.1,570,7.658361676,2678
NZ_CP011979.1,78,8.033325382,20222
NZ_CP060520.1,570,9.119692487,4073
NZ_CP017224.1,570,9.129823197,2454
NZ_CP104483.1,570,9.485364726,3282
NZ_CP033763.1,570,9.695086282,3272
NZ_CP093244.1,414,9.817456273,4509
NZ_CP106851.1,570,9.99929694,3961
NZ_CP116158.1,570,10.8453056,3263
NZ_CP054895.1,570,11.83934873,2664
NZ_CP034070.1,570,11.86736762,2504
NZ_CP055136.1,570,11.9142076,2602
NZ_CP075646.1,570,12.82764939,6683
NZ_CP028957.1,570,13.25872322,5884
NZ_CP106854.1,570,14.93766931,3961
NZ_CP077648.1,570,15.05054637,7525
NZ_CP069467.1,570,15.15271444,1096
NZ_CP049851.1,570,16.95295175,5119
NZ_CP093389.1,570,17.02507839,3176
NZ_CP039282.1,570,17.13838061,2244
NZ_CP056161.1,570,17.70482732,6346
NZ_CP053760.1,570,17.70671788,2672
NZ_CP030193.1,570,18.19761618,2264
NZ_CP038611.1,570,19.57019847,2244
NZ_CP070912.1,570,20.09426576,2136
NZ_CP110402.1,570,21.32504385,2690
NZ_CP023958.1,570,21.92456611,3264
NZ_CP070119.1,570,22.97534235,3319
NZ_CP024513.1,570,24.47482162,3336
NZ_CP111096.1,570,26.18624646,3306
NZ_CP067240.1,570,27.34908615,2295
NZ_CP067260.1,570,27.98063032,3005
NZ_CP046290.1,570,28.3122054,2557
NZ_CP012933.1,570,28.79545382,3319
NZ_CP055128.1,570,30.18291866,2591
NZ_CP034065.1,570,30.96201579,2551
NZ_CP038607.1,570,31.11031792,2244
NZ_CP056162.1,570,32.47640163,6148
NZ_CP056863.1,570,34.29587971,2746
NZ_CP039276.1,570,37.96979973,2318
NZ_CP077651.1,570,38.42867846,7525
NZ_CP050864.1,570,39.03185637,7120
NZ_CP056765.1,570,42.05124975,1697
NZ_CP056641.1,570,43.56801629,2581
NZ_CP054062.1,570,44.26164063,3950
NZ_CP119454.1,570,49.30347236,2679
NZ_CP129390.1,570,49.51058343,3205
NZ_CP056128.1,570,53.1246843,2722
NZ_CP023653.1,570,54.28935536,2690
NZ_CP056458.1,570,54.35394842,2746
NZ_CP103653.1,570,56.02705381,2022
NZ_CP072544.1,139,56.93302601,3211
NZ_CP056901.1,570,57.21712133,2746
NZ_CP068095.1,570,59.26434577,2663
NZ_CP072545.1,570,61.64994535,2454
NZ_CP056354.1,570,71.66960314,2746
NZ_CP056513.1,570,72.22759006,2746
NZ_CP056384.1,570,75.08314201,2746
NZ_CP056838.1,570,78.4899414,2759
NZ_CP056912.1,570,78.66549174,3123
NZ_CP055402.1,139,80.63223788,3043
NZ_CP051415.1,570,83.29978264,3319
NZ_CP058206.1,570,83.8370184,2345
NZ_CP127086.1,570,85.36119573,2690
NZ_CP056347.1,570,85.54176126,2746
NZ_CP066761.1,570,89.0759434,3306
NZ_CP051337.1,570,96.04130372,2264
NZ_CP063710.1,570,97.53550417,3272
NZ_CP056327.1,570,100.1178318,2746
NZ_CP053784.1,570,102.6810251,5202
NZ_CP066758.1,570,116.6728474,3306
NZ_CP030184.1,570,129.1396153,2318
NZ_CP055916.1,570,129.4317958,2746
NZ_CP056529.1,570,132.9001334,2746
NZ_CP056288.1,570,145.5749647,2581
NZ_CP045940.1,570,145.7548596,2690
NZ_CP055574.1,570,154.3699395,1411
NZ_CP130068.1,570,173.3109669,2690
NZ_CP054466.1,570,188.1908321,3188
NZ_CP051447.1,570,282.4111557,3030
NZ_CP051378.1,570,433.6109794,3188
NZ_CP047227.1,1,1.545437597,127800
NZ_CP027058.1,33,4.276969607,13841
NZ_CP066873.1,27,7.711887856,9526
NZ_CP088184.1,17,3.049258043,8617
NZ_CP054696.1,8,1.802477038,53840
NZ_CP086388.1,10,2.21019026,113047
NZ_CP061865.1,3,1.104894131,36447
NZ_CP061866.1,7,1.107692547,23189
NZ_CP061859.1,7,1.567639496,23190
NZ_CP061858.1,3,2.469442205,36456
NZ_AP022566.1,1,1.105154331,304163
NZ_CP027479.1,4,1.114492477,300131
NZ_CP027408.1,5,1.262370476,69266
NC_014957.1,4,1.309684672,56340
NZ_CP046304.1,13,1.853541727,23366
NZ_CM002270.1,1,1.123439647,5753
NC_015657.1,2,3.602865359,5448
NZ_CP117420.1,1,1.12443621,35334
NC_013930.1,1,1.130755482,240256
NZ_CP053964.1,13,1.138281972,42470
NZ_AP025230.1,8,2.246945643,41395
NZ_CP009637.1,13,2.564418706,42470
NZ_AP022958.1,8,2.622047201,64134
NZ_AP023002.1,11,2.648240803,53361
NZ_AP022995.1,8,3.35468529,62286
NZ_CP069617.1,33,6.041228285,7717
NZ_CP083092.1,13,6.432161201,58403
NZ_CP083162.1,13,8.460637145,49468
NZ_CP010006.1,17,10.07613656,46634
NZ_CP083151.1,32,10.83825,22041
NZ_CP083108.1,17,11.70272332,46634
NZ_CP083121.1,17,15.99025423,46634
NZ_CP081469.1,9,1.139752731,10493
NZ_CP081475.1,9,1.147249673,10493
NZ_CP120420.1,13,2.309301018,17250
NZ_CP126130.1,29,2.529193652,7925
NZ_CP127870.1,65,3.925709868,7956
NZ_CP069433.1,242,4.496185841,7858
NZ_CP054009.1,87,12.36702802,6056
NZ_CP087702.1,191,15.79840187,9044
NZ_CP010000.1,17,1.88344854,82528
NZ_CP083104.1,17,3.18078749,82567
NZ_CP083119.1,17,4.583316274,81973
NZ_OX458337.1,6,1.146784902,80904
NZ_OX458336.1,4,1.492853043,106707
NZ_CP019874.1,6,1.67836775,82965
NZ_CP084215.1,8,4.568630571,54338
NZ_CP083617.1,2,1.147023937,127406
NZ_CP084370.1,2,1.294248241,131326
NZ_CP020426.2,2,1.636409051,131326
NZ_CP071929.1,7,1.616497551,24233
NZ_CP062327.1,12,1.390083556,28841
NZ_AP014872.1,110,2.032942508,7812
NZ_CP072841.1,136,2.107186918,1436
NC_017194.1,108,4.613741862,5838
NZ_CP017809.1,136,4.831882765,1442
NZ_CP083596.1,136,4.911520734,1447
NZ_CP079960.1,120,5.207512545,5236
NZ_CP079954.1,96,5.443720584,4936
NZ_CP083113.1,119,5.80922498,7634
NZ_CP130345.1,136,6.272072714,2333
NZ_CP101935.1,108,6.616884038,5820
NZ_CP083126.1,119,7.252068795,7635
NZ_CP088185.1,136,8.088339047,5288
NZ_CP090151.1,100,9.425991325,8439
NZ_CP083597.1,136,9.786944096,1446
NZ_CP083111.1,118,10.88748118,8513
NZ_AP022984.1,119,11.61095459,7635
NZ_CP083124.1,118,13.75988864,8513
NZ_CP082369.1,136,13.88895765,1768
NZ_CP010011.1,119,27.61576977,7635
NZ_CP087617.1,136,34.94252102,1283
NZ_CP090517.1,136,36.84366855,1380
NZ_CP010007.1,118,42.22325694,8513
NZ_CP076713.1,136,80.58353829,2097
NZ_CP090318.1,136,108.1831871,1318
NZ_CP055477.1,136,120.4201402,1455
NZ_CP097615.1,136,124.5973489,1812
NZ_CP056519.1,136,137.8166835,1455
NC_020503.1,136,226.983715,1452
NZ_CP064888.1,5,1.262749895,39436
NZ_CP063794.1,5,1.360625075,39434
NZ_AP022343.1,40,1.942526579,108102
NZ_CP014531.1,23,3.681486498,32423
NZ_CP034899.1,5,1.155307392,2971
NZ_CP034857.1,5,1.540765771,3671
NZ_CP034890.1,5,2.858971809,3102
NZ_CP034887.1,5,5.062203811,2978
NZ_CP034893.1,5,5.437616539,3264
NZ_CP034866.1,5,12.7420666,3159
NC_015059.1,1,1.28408671,115493
NZ_CP138567.1,11,3.260748542,34997
NZ_CP063824.1,1,1.163129014,106945
NZ_CP063818.1,1,1.216160469,94243
NZ_CP118105.1,3,1.165139686,205811
NZ_CP118110.1,3,1.260184542,190202
NZ_CP069398.1,1,1.165436737,188115
NZ_CP080468.1,1,1.171397698,124737
NC_013206.1,1,1.847018272,91726
NC_017580.1,2,1.172180093,91728
NZ_CP092685.1,1,1.215231222,98516
NZ_CP081463.1,8,1.172274624,12323
NZ_CP120421.1,24,1.923384503,17034
NZ_AP024230.1,299,2.853400956,5653
NZ_CP043525.1,3,3.2349245,11722
NZ_CP043519.1,299,5.405954526,7296
NZ_CP020610.1,356,5.984877111,3363
NZ_CP087703.1,225,31.79549284,7402
NZ_CP062363.1,2,1.172278354,34972
NZ_CP008898.1,16,1.843106753,62247
NZ_CP061863.1,2,1.172786492,136321
NZ_CP061856.1,2,1.502203146,136326
NZ_CP104085.1,1,1.416676592,63957
NZ_CP119329.1,1,1.184337618,27165
NZ_AP026694.1,1,3.678947052,30419
NZ_CP045412.1,1,1.187251913,115993
NZ_CP045341.1,1,2.401152896,181301
NZ_CP064890.1,1,1.196130548,37441
NZ_CP063796.1,1,1.369062571,37441
NZ_CP113935.1,2,1.206440634,90863
NZ_CP128928.1,5,1.511005258,66878
NZ_CP040303.1,5,1.682859006,35836
NZ_CP040287.1,7,1.93213068,38587
NZ_CP048444.1,3,1.289052471,161953
NZ_JAAEEC010000004.1,3,1.572814921,154330
NZ_AP025341.1,1,1.214404922,200793
NZ_CP118109.1,1,1.816435249,214846
NZ_CP077204.1,2,1.219607064,80982
NZ_CP046287.1,28,5.10969159,9180
NZ_CP039301.1,17,24.24249463,17924
NZ_CP040279.1,1,1.219810869,95441
NZ_CP026417.1,12,4.291376495,12933
NZ_CP122327.1,2,2.016073207,156057
NC_015314.1,1,2.584697571,192355
NZ_AP022989.1,6,1.732118285,76620
NZ_CP083088.1,11,2.135189908,77573
NZ_CP083148.1,11,2.434171167,84195
NZ_CP010004.1,14,3.479136404,34150
NZ_CP080241.1,6,2.690408181,32685
NZ_CP065645.1,4,2.973288681,37079
NZ_CP026408.1,4,3.235197822,29979
NZ_CP089945.1,6,4.346367283,31842
NZ_CP025042.1,6,2.118550848,35713
NZ_CP049751.1,3,1.251245341,75360
NZ_CP091379.1,8,2.754600706,42237
NZ_CP038602.1,14,1.274276112,30148
NZ_CP031226.1,2,1.258885158,971889
NZ_CP097357.1,2,1.396533136,882852
NZ_CP062152.1,2,2.006905003,882154
NZ_CP102098.1,6,2.244350363,13637
NZ_CP040294.1,3,2.216362167,32929
NZ_AP024150.1,2,3.233337032,34345
NZ_CP055988.1,1,2.568090337,40826
NZ_CP044987.1,1,1.265375945,96101
NC_019755.1,3,1.453672525,29492
NZ_AP024303.1,3,7.517240741,12913
NZ_CP102779.1,1,2.941634533,80763
NZ_CP022299.1,1,4.181728145,94476
NZ_CP054911.1,1,1.5899925,218767
NZ_CP065705.1,9,5.191796277,22593
NZ_CP031543.1,10,5.233446431,18170
NZ_CP058198.1,6,1.68932787,108466
NZ_LR890610.1,4,3.465684223,36700
NZ_CP076351.1,6,1.37795828,27788
NZ_CM002266.1,17,3.533118093,22574
NZ_AP022924.1,10,4.696887297,22480
NZ_CP040989.1,1,1.297074339,76098
NZ_AP024588.1,3,1.298712472,42860
NZ_CP116716.1,21,7.662283002,24068
NC_014908.1,1,1.304331515,119718
NZ_CP102717.1,2,1.309517497,46212
NZ_CP129890.1,2,1.865311161,46212
NZ_CP032270.1,24,3.363808557,14502
NZ_CP121618.1,36,4.354760111,21458
NZ_CP026967.1,17,5.0102221,3319
NZ_CP121611.1,36,5.581194574,21454
NZ_CP045102.1,33,5.864143655,7858
NZ_CP030249.1,183,9.905354979,8256
NZ_CP123566.1,11,4.022099238,62907
NZ_CP123549.1,11,5.27909407,63188
NC_018745.1,1,1.317589186,34141
NZ_CP014114.1,7,1.31935619,36907
NZ_CP054435.1,7,2.201715312,36907
NZ_CP054442.1,7,2.349525434,36907
NZ_CP054446.1,7,2.75413797,36906
NZ_CP054577.1,6,2.798300981,29715
NZ_CP014058.2,5,3.438880307,27920
NZ_CP043798.1,56,1.328918329,23372
NZ_CP043429.1,435,2.269706634,7145
NZ_CP066407.1,445,2.329707659,6173
NZ_CP066387.1,445,2.878851096,6303
NZ_CP043520.1,183,3.093710949,4623
NZ_CP066611.1,445,3.106984455,6303
NZ_CP043776.1,56,3.299773045,19721
NZ_CP066413.1,445,3.371326018,6303
NZ_CP066735.1,445,3.57803317,6312
NZ_CP066736.1,445,3.636641154,6272
NZ_CP066431.1,445,3.771266094,6303
NZ_CP066658.1,445,3.912355126,6173
NZ_CP065551.1,445,4.026865297,6303
NZ_CP065552.1,445,4.068567892,6258
NZ_CP066651.1,445,4.249360386,6263
NZ_CP066650.1,445,4.286731306,6303
NZ_CP066447.1,445,4.336168637,6312
NZ_CP066657.1,445,4.436953844,6303
NZ_CP066448.1,445,4.520657796,6272
NZ_CP071925.1,445,5.053607792,6173
NZ_CP066419.1,445,5.157574502,6303
NZ_OU016042.1,445,5.77187467,6174
NZ_CP066642.1,445,6.004241435,6303
NZ_CP066633.1,445,6.379564412,6311
NZ_CP045047.1,498,6.395873761,4366
NZ_CP066626.1,445,6.582094213,6303
NZ_CP066678.1,445,6.799725984,6311
NZ_CP066672.1,445,6.860852053,6173
NZ_AP028418.1,445,7.090725786,6303
NZ_CP066671.1,445,7.71998556,6303
NZ_CP066664.1,445,7.877606523,6303
NZ_CP090923.1,10,8.090150784,8258
NZ_CP064348.1,445,8.679379882,6173
NZ_AP024841.1,445,9.149893209,6303
NZ_CP066602.1,445,9.290000053,6303
NZ_CP091220.1,453,9.943158325,5688
NZ_CP066455.1,445,10.03100825,6303
NZ_AP024835.1,445,10.19021108,6302
NZ_CP066030.1,498,10.36826085,4276
NZ_CP059436.1,498,10.8092047,3993
NZ_CP094068.1,477,10.98242677,6011
NZ_CP124904.1,66,12.49694828,9331
NZ_CP126132.1,498,12.69614047,5721
NZ_CP053829.1,498,13.21365607,4413
NZ_CP049233.1,498,15.51546605,3843
NZ_CP090988.1,438,16.21777284,5816
NZ_CP094154.1,477,18.77774057,6011
NZ_CP091010.1,216,20.83478582,7169
NZ_CP090920.1,438,21.68854457,5815
NZ_AP025199.1,498,27.36908153,3876
NZ_AP022344.1,445,37.39962582,6258
NZ_CP090997.1,216,41.24732005,7169
NZ_CP068065.1,498,50.88072898,6788
NZ_CP137885.1,435,64.38183867,7259
NZ_CP082872.1,498,71.84511065,3678
NZ_CP125722.1,498,202.4719313,4632
NZ_CP103858.1,3,2.061451305,23911
NZ_CP090413.1,7,2.198049227,41785
NZ_CP011405.1,10,2.384584121,49848
NZ_CP123988.1,7,3.11582433,42071
NZ_CP113934.1,397,1.343606944,26149
NZ_CP091713.1,397,1.447015091,4072
NZ_CP091689.1,397,1.490082722,4077
NZ_CP014117.1,292,1.507939849,9923
NZ_CP082953.1,320,1.514931329,9205
NZ_CP014120.1,292,1.608480075,9925
NC_013358.1,190,1.634178018,4551
NZ_CP054156.1,397,1.684380709,3225
NZ_CP139218.1,163,1.690875083,6173
NZ_CP102863.1,275,1.884477763,8713
NZ_CP043797.1,292,1.954805721,9924
NZ_CP139217.1,151,2.073548749,11833
NZ_CP091709.1,397,2.143636135,4072
NZ_CP126129.1,206,2.205321659,13025
NZ_CP066388.1,397,2.221946454,4461
NZ_CP121597.1,276,2.341208975,8731
NZ_CP077848.1,276,2.427787909,8731
NZ_CP029726.1,199,2.4349686,10024
NZ_CP121569.1,276,2.542816138,17436
NZ_CP102862.1,151,2.617592082,11830
NZ_CP027529.1,276,2.670918499,8731
NZ_CP116681.1,276,2.841160477,8731
NZ_CP043791.1,259,2.842363678,24725
NZ_CP121600.1,276,2.881016517,8723
NZ_CP059545.1,357,2.999409018,7369
NZ_CP022301.1,233,3.002608074,6970
NZ_CP080456.1,276,3.004953647,8731
NZ_CP121584.1,276,3.344313468,17460
NZ_CP027609.1,276,3.421262478,8731
NZ_CP043783.1,292,3.46988487,9963
NZ_CP121562.1,217,3.532767529,9763
NZ_CP122362.1,276,3.679587793,8731
NZ_CP094176.1,357,3.758848165,3355
NZ_CP104655.1,397,3.778584995,4872
NZ_LR130566.1,397,3.780001038,4082
NZ_CP100341.1,397,3.862474931,4285
NZ_CP113933.1,283,3.887922004,9456
NZ_CP082055.1,397,3.977807127,7430
NZ_CP131945.1,276,4.183523967,8731
NZ_CP091000.1,292,4.187372984,11238
NZ_CP121578.1,276,4.225333701,8733
NZ_CP045100.1,397,4.242983675,7979
NZ_CP066440.1,279,4.243156533,7012
NZ_CP021721.1,198,4.337098752,9396
NZ_CP070179.1,397,4.443873895,4062
NZ_CP100537.1,397,4.518331889,5594
NZ_CP135717.1,397,4.610286469,4074
NZ_CP030333.1,397,4.90911844,4082
NZ_CP077839.1,276,5.244694908,8731
NZ_CP043789.1,274,5.33574365,11745
NZ_CP100327.1,397,5.363563217,4285
NZ_CP094114.1,357,5.425333583,3477
NZ_CP012452.1,350,5.573080045,5250
NZ_CP084327.1,240,5.638253513,8244
NZ_CP091001.1,218,5.667500119,9113
NZ_AP017347.1,301,5.668293269,9824
NZ_CP066663.1,216,5.733728622,7940
NZ_CP069538.1,320,5.79328484,9132
NZ_CP083924.1,166,5.881111707,7669
NZ_CP029391.2,280,6.011386289,5017
NZ_CP100337.1,397,6.074681956,4285
NZ_CP079111.1,397,6.083601991,2626
NZ_CP029392.2,397,6.164084465,4761
NZ_CP110088.1,305,6.20895967,4263
NZ_CP121580.1,276,6.225148659,8848
NZ_CP100419.1,397,6.230924479,4285
NZ_AP017340.1,357,6.271852754,6417
NZ_CP121566.1,276,6.275109466,8763
NZ_CP069539.1,397,6.296737145,4178
NZ_CP121594.1,339,6.305618231,8251
NZ_CP093252.1,197,6.41025272,10213
NZ_CP071927.1,168,6.418027388,7837
NZ_CP094158.1,357,6.461622552,5316
NZ_CP093254.1,194,6.552843629,6554
NZ_CP066017.1,276,6.565875888,10308
NZ_CP100333.1,397,6.647159485,4285
NZ_CP079987.1,397,6.650804877,4782
NZ_OU016040.1,166,6.713739423,7670
NZ_CP126131.1,212,6.768197576,7255
NZ_CP069503.1,397,6.802696885,4072
NZ_CP100339.1,397,7.139364625,4285
NZ_CP100329.1,397,7.23297228,4285
NZ_CP117729.1,276,7.243712146,8731
NZ_CP070364.1,276,7.256718572,8731
NZ_CP100331.1,283,7.277772808,4285
NC_011585.2,276,7.314629032,8731
NZ_CP121590.1,276,7.338882924,8730
NZ_CP082071.1,397,7.360123914,7217
NZ_CP031715.1,397,7.380003242,5009
NZ_CP048133.1,276,7.401790061,8731
NZ_CP049855.1,397,7.428466091,4072
NZ_CP083915.1,166,7.443564719,7669
NZ_CP042561.1,280,7.468039737,5234
NZ_CP029390.2,199,7.46987126,7173
NZ_CP094112.1,357,7.493032939,3477
NZ_CP019429.1,369,7.495144422,7195
NZ_CP066665.1,397,7.557129173,5212
NZ_CP077375.1,372,7.636285329,8260
NZ_CP085924.1,301,7.711837473,8108
NZ_CP083926.1,397,7.757320352,3200
NZ_CP104657.1,397,7.781829,2621
